Caption,Date,FileURL,Filename,InstaURL,Title,Latitude,Longitude,Address,Notes
"Bowden Hall, Cheshire. Built in 1796. This school building has had many identities. Originally the Episcopal Academy, it later became the Cheshire School, the Roxbury School, and then Cheshire Academy. It is now one of many buildings on the campus of this private school in downtown Cheshire. #cheshire #cheshirect #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",7/10/17 10:35,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/19932939_675727022623459_8797308824370282496_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=107&oh=db425cea48cee21cefc395febf68f9ed&oe=5E86D5C7,19932939_675727022623459_8797308824370282496_n.jpg,instagram.com/p/BWXOapilrXy,"Bowden Hall, Cheshire",41.499252,-72.8998101,"10 Main Street, Cheshire CT",
"Scotland Consolidated School, Scotland. Built in 1896. It's now the Scotland Town Hall. #scotland #scotlandct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",7/3/17 11:47,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/19623434_1426911037387725_2671066386452709376_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=109&oh=81d4d60338772510577ce152be30b477&oe=5E75298A,19623434_1426911037387725_2671066386452709376_n.jpg,instagram.com/p/BWFVDxvFSLi,"Scotland Consolidated School, Scotland",41.6976609,-72.0825874,"9 Devotion Road, Scotland CT",
"Cooley School, Granby. Built c. 1870. I took this picture for a blog post years ago (in the middle of winter) and somehow completely forgot about it! This schoolhouse is one of many in the collection of historic structures gathered together at the Salmon Brook Historical Society in Granby. #granby #granbyct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",6/19/17 11:12,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/19367317_277959116010064_2174134001676058624_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=104&oh=e230e43d7a3e2f9479ccf536140d3dd1&oe=5E85532C,19367317_277959116010064_2174134001676058624_n.jpg,instagram.com/p/BVhN60ol86b,"Cooley School, Granby",41.9460143,-72.7896705,"208 Salmon Brook Street, Granby CT",
"Granby Grange Hall, Granby. Built c.1866 as a one room school, it became the town hall in 1902, and was purchased by the Grange in 1946. #granby #granbyct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",6/12/17 9:55,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/18949997_1896714663927132_8220051720705671168_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=100&oh=d2589042aa14195e60d1672f91b24e48&oe=5E8A346C,18949997_1896714663927132_8220051720705671168_n.jpg,instagram.com/p/BVPDoBtFwiP,"Granby Grange Hall, Granby",41.9765152,-72.8123353,"212 North Granby Road, Granby CT",
"Talcott Brothers School, Vernon. Built in 1880. #rockville #rockvillect #vernon #vernonct #talcotville #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",6/5/17 12:19,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/18812563_1041696512629805_3425424155875475456_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=105&oh=08bf67f3a43735a046a3355aa2a848ff&oe=5E8156C2,18812563_1041696512629805_3425424155875475456_n.jpg,instagram.com/p/BU9Se9pFJ1b,"Talcott Brothers School, Vernon",41.819484,-72.5003464,97 Main Street Vernon CT,
"Cheney School, Manchester. Built in 1859. #manchester #manchesterct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",5/22/17 20:34,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/18579867_135927743621458_7904823175836336128_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=110&oh=234558d5a7de87e6cf39192504f100c6&oe=5E774ABC,18579867_135927743621458_7904823175836336128_n.jpg,instagram.com/p/BUaICZkFa8T,"Cheney School, Manchester",41.7663938,-72.533345,"126 Cedar St, Manchester CT",Old Manchester Museum
"Wassuc School, Glastonbury. Built c. 1840. This school is now a home; I assume the original school building is on the left and the section with the door, as well as a rear section not visible in this pic, are later additions.  #glastonbury #glastonburyct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",5/15/17 9:06,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/18513517_1544524925588961_1149876029196599296_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=109&oh=3e0a380c605d8863a8d0bd92fe68f6ae&oe=5E70CBB9,18513517_1544524925588961_1149876029196599296_n.jpg,instagram.com/p/BUG3wcKlReS,"Wassuc School, Glastonbury",41.6678775,-72.5366349,"184 Wassuc Rd, South Glastonbury, CT",
"Fourth District School, North Haven. Built in 1880. (They can't all be cute, right?) This building is now a Masonic Hall. #northhaven #northhavenct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",5/8/17 11:03,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/18300228_438848559819976_1471017197844299776_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=104&oh=31e49d6ad16badfe991dfa43baee23d6&oe=5E707ED5,18300228_438848559819976_1471017197844299776_n.jpg,instagram.com/p/BT1Dk4Fli9p,"Fourth District School, North Haven",41.3862488,-72.8616328,"30 Church Street, North Haven CT","Masonic Hall, Corinthian Lodge #103"
"Glass Factory School Road, Willington. (See previous post.) The school district's name came from the nearby Wilmington Glass Company or West Willington Glassworks. To quote glassmuseum.org, ""The first output of glass bottles consisted of inkwells, snuffs, demijohns, chestnuts and flasks including some pitkin types. There were reportedly a few rare sealed bottles as well. As far as we know, there were no marked bottles or flasks prior to 1849. From this date to 1872, demijohns dominated the sales with wines, some bitters and even a booze bottle cabin figural. Perhaps the most famous of the wares are the Willington gothic cathedral type pickle jars of varying sizes and colors. They also produced base-embossed cylindrical bottles (there are 9 variants known), varying sizes of berry bottles in olive amber and olive green colors, and of course, the popular Liberty Eagle marked flasks in 1/2 pint, pint & quart moulds. The Willington glassworks also produced utility bottles, insulator types, rolling pins and assorted tableware. The colors of the glass were similar to Pitkin's & Coventry's but the shades of greens are among the most beautiful glass ever produced in this country."" #willington #willingtonct 
#Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",5/1/17 12:03,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/18161559_1832881503642451_2492004080281452544_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=107&oh=13147cd3d64a00deb27a58c73b843dfd&oe=5E708322,18161559_1832881503642451_2492004080281452544_n.jpg,instagram.com/p/BTjI3QIFMfc,"Glass Factory School Road, Willington",41.8777204,-72.2946287,"Glass Factory Road, Willington CT",Note this is a picture of the street sign 
"Glass Factory School, Willington. Built in 1854. It's now a house, still in its original location on Glass Factory School Road.  #willington #willingtonct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",5/1/17 12:02,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/18161280_1054583391341944_2979865691697446912_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=104&oh=f04a183270581cb000eef493f628ca31&oe=5E8A0484,18161280_1054583391341944_2979865691697446912_n.jpg,instagram.com/p/BTjIr00llZh,"Glass Factory School, Willington",41.8777204,-72.2946287,"Glass Factory Road, Willington CT",
"Parker Academy, Woodbury. Built in 1851. In 1902, it became the town library, which it remained until a larger library was constructed in 1980. The Woodbury Public Library still uses the old Academy building. #woodbury #woodburyct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",4/24/17 10:49,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/17663681_1959310197632818_5823723633285005312_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=110&oh=e5c474f51691b43f8a8685691fd18200&oe=5E7FA744,17663681_1959310197632818_5823723633285005312_n.jpg,instagram.com/p/BTQ-19Bj70L,"Parker Academy, Woodbury",41.5418631,-73.2076738,"269 Main Street South, Woodbury CT",public library annex
"School for Colored Children, Colchester. Built in 2017. This is the second replica of this historic schoolhouse. I posted the 1998 replica back on Oct. 6, 2015. Scroll down, or copy link here: https://instagram.com/p/8gKEkIoeYF/ for more about the original 1803 District School for Colored Children. And there's more on the construction of the new replica at colchesterhistory.org. #colchester #colchesterct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #replicaschoolhouse #schoolhouse #oneroomschoolhouse",4/17/17 11:14,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/17934244_1887567444863909_6870534749618700288_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=105&oh=23e3a209ad53fd26608c66dcf2bb19e6&oe=5E81ACBA,17934244_1887567444863909_6870534749618700288_n.jpg,instagram.com/p/BS_AHbADFe0,"School for Colored Children, Colchester",41.5734999,-72.3321322,"84 S. Main Street, Colchester CT",replica built 2017
"Durham Academy, Durham. Built in 1844. I almost got told off for taking this photo, the first time in over 160 schoolhouses! But I say, if you want to live in a building with a fancy plaque and a big old school sign over the door, you're going to have to deal with the occasional history nerd standing on your lawn for a minute😂 #durham #durhamct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",4/10/17 10:17,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/17662558_419331918438043_8415613044960264192_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=107&oh=f3a035a356df0f2fbddc1009a6be08de&oe=5E6C220B,17662558_419331918438043_8415613044960264192_n.jpg,instagram.com/p/BSs3_nJDyk-,"Durham Academy, Durham",41.4797779,-72.6826836,"253 Main St, Durham CT",confirmed
"Boston Street School, Guilford. Built in 1906. This is currently a condo building, and it looks so much like the former Guilford Academy that when I came across a photo of it, I thought I'd already posted it here. But they are different schools on different streets and the Academy building, which I posted last spring, is not grey - it's green. #guilford #guilfordct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",4/3/17 11:11,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/17661831_107948686418580_3488201472343015424_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=100&oh=a18572b78d46203188d8215b8e230b67&oe=5E783AEB,17661831_107948686418580_3488201472343015424_n.jpg,instagram.com/p/BSa8pFijqVe,"Boston Street School, Guilford",41.2825434,-72.6769808,"103 Boston Street, Guilford CT",
Side view of the Old South School in Woodbridge. (See previous post.) #woodbridge #woodbridgect #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse,3/27/17 11:56,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/17438394_1889388181342410_7095229111919968256_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=106&oh=f7917f7bdee8f9bad1c1f7e5f44d5811&oe=5E67A30D,17438394_1889388181342410_7095229111919968256_n.jpg,instagram.com/p/BSJANEojS9X,"side view of Old South School, Woodbridge",,,,side view duplicate
"Old South School, Woodbridge. Built in 1877. (That's not a gravestone next to the building, but a marker commemorating Woodbridge's educational history.) #woodbridge #woodbridgect #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",3/27/17 11:54,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/17494643_1304251396335707_3443614227137298432_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=111&oh=cbd5fece396750f0f529b263a10f862b&oe=5E6AC451,17494643_1304251396335707_3443614227137298432_n.jpg,instagram.com/p/BSI__ojjU8W,"Old South School, Woodbridge",41.3324755,-73.0010694,"1181 Johnson Road, Woodbridge CT",
"Ward-Heitmann House, West Haven. Built before 1725, and possibly as early as 1684. This is the oldest remaining structure in West Haven! Though it was always a private home, for a time, beginning in 1897, it was also a Dame School. That's a private elementary school held in the home of a female teacher, and not, sadly, a place where you go to study how to be a dame. There's more about the long history of this house, which is now a museum, at wardheitmann.org. #westhaven #westhavenct #dameschool #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",3/21/17 18:08,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/17332499_1736997246592533_2728685876694482944_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=109&oh=f719caf3542305f9482a501ca7e9d819&oe=5E6D2E37,17332499_1736997246592533_2728685876694482944_n.jpg,instagram.com/p/BR6OBRCD26F,"Ward-Heitmann House, West Haven",41.2761775,-72.9517084,"277 Elm Street, West Haven CT",
"West Town Street District School, Norwich. Built in 1869. Two earlier schoolhouses stood on the same site. The building is now used by the Norwich Grange - and, according to the sign out front, a church. #norwich #norwichct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",3/13/17 11:00,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/17267992_405718839781049_1174822169914376192_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=105&oh=bedfc50ec63b33028555fa567e6459e8&oe=5E897FD3,17267992_405718839781049_1174822169914376192_n.jpg,instagram.com/p/BRk2rzKDfKh,"West Town Street District School, Norwich",41.5551065,-72.1078037,"174 West Town Street, Norwich CT",
"Center School, Prospect. Built c. 1860. Fun fact: the Prospect Green, where this schoolhouse is located, is the highest elevation in New Haven County. #prospect #prospect #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",3/6/17 15:52,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/17077429_1756588101323991_5922280011603116032_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=103&oh=e5f8cc3d1c1da37cc587c0ed790acbeb&oe=5E6DF4EA,17077429_1756588101323991_5922280011603116032_n.jpg,instagram.com/p/BRTWhrUjYFA,"Center School, Prospect",41.502364,-72.978103,"Route 68 and Center and Church Streets, Prospect CT",on Prospect Green
"West Street School, Southington. Built c. 1750. It was used as a school until 1945. It's hard to see from this angle, but the school's privy and woodshed stand right next to the building. #southington #southingtonct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",2/27/17 9:49,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/16789600_1071447116289513_1554355467650596864_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=109&oh=8683fdcb92b42e8aa607010fe41e4496&oe=5E712391,16789600_1071447116289513_1554355467650596864_n.jpg,instagram.com/p/BRAraZljvU0,"West Street School, Southington",41.6272123,-72.9001106,"1432 West Street, Southington CT",
"Trap Falls Schoolhouse, Shelton. Built in 1872. From the website of the Shelton Historical Society, which owns the building: ""According to Miss Nellie Frances Cook, who remembered the school as it was in 1895-1904, 'Students either walked to school or were transported in a “carry-all,' a horse drawn covered wagon.  Contracts were awarded to local men to provide this transportation."" #shelton #sheltonct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",2/20/17 11:22,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/16583964_418796478454974_7762954367325437952_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=106&oh=d181cc18e1af0ded92e35697ed4a2383&oe=5E81F7F5,16583964_418796478454974_7762954367325437952_n.jpg,instagram.com/p/BQu0glFDPs9,"Trap Falls Schoolhouse, Shelton",41.2972172,-73.1537917,"70 Ripton Road, Shelton CT",moved to Shelton Historical Society location in 1971
"Southwest District School, Killingworth. Built in 1810. Now privately owned, it's used as a showroom by an antiques dealer. (Btw, I took this picture not after the February 9, 2016 snowstorm, but after some other snowstorm in February 2013. Oh, February.) #killingworth #killingworthct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",2/13/17 11:56,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/16465255_378111209235803_1984168414217764864_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=111&oh=b46ba3d2f887500ebed76b77b8f69bea&oe=5E7C7E56,16465255_378111209235803_1984168414217764864_n.jpg,instagram.com/p/BQc25dilZVG,"Southwest District School, Killingworth",,,,NOT FOUND
"Long Ridge School, Danbury. Built sometime before 1867. It's now the Long Ridge Library. Caption updated with new info thanks to @vdheckler👍🏻 #danburyct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",2/6/17 10:53,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/16465022_736091703213675_958550960035069952_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=103&oh=6875f29a1f67138718ce81310e46bb7b&oe=5E737994,16465022_736091703213675_958550960035069952_n.jpg,instagram.com/p/BQKuF8YFoMO,"Long Ridge School, Danbury",41.3342841,-73.4429049,"191 Long Ridge Road, Danbury CT",library
"Little Red Schoolhouse, Danbury. A 1960's reproduction of a typical 19th century one-room school, it was constructed with bricks from the old Balmforth Avenue School. It's one of five historic buildings on the grounds of the Danbury Museum and Historical Society on Main Street. #danbury #danburyct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",1/30/17 12:56,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/16228713_1009722419133058_2698297419707187200_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=110&oh=bd46895a77a47628cc8a48c61c7afdb2&oe=5E7E487A,16228713_1009722419133058_2698297419707187200_n.jpg,instagram.com/p/BP46n7_FF5F,"Little Red Schoolhouse, Danbury",41.3888514,-73.4460821,"43 Main Street, Danbury CT",Danbury Museum
"Hill and Plain School, New Milford. Built in 1843. #newmilford #newmilfordct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",1/23/17 12:23,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/16110762_1833175280304076_522177545412542464_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=104&oh=c43d120c7d657b567fbb8606070de6a3&oe=5E84C391,16110762_1833175280304076_522177545412542464_n.jpg,instagram.com/p/BPm1R0mDjZv,"Hill and Plain School, New Milford",41.5811319,-73.4120701,"6 Aspetuck Ave, New Milford, CT",New Milford Historical Society
"Old Scioto School, Enfield. Built in 1850. It has also served as the Enfield Grange. #enfield #enfieldct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",1/17/17 11:43,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/16110861_1899256186974924_4927119544905891840_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=100&oh=a1121cdb5971a65cf15d3da7665aa040&oe=5E7E6581,16110861_1899256186974924_4927119544905891840_n.jpg,instagram.com/p/BPXT3-bjlCD,"Old Scioto School, Enfield",,,,NOT FOUND
Another shot of the King Street Schoolhouse (see previous post) in Danbury. #drugsarebad  #danbury #danburyct #ct #Connecticut  #newengland #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse,1/9/17 12:46,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/15876835_1676517422647274_1884315131869921280_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=102&oh=d1ae4b3a90b37ac9e25ac388f430a255&oe=5E83CA3E,15876835_1676517422647274_1884315131869921280_n.jpg,instagram.com/p/BPC0woRDexX,Another shot of the King Street Schoolhouse (see previous post) in Danbury,,,,
"King Street Schoolhouse, Danbury. Built in the 1800s. It's not on King Street now, but on Mountainville Road near Rogers Park. h/t @renatoghio  #danbury #danburyct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",1/9/17 12:44,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/15801835_243438942752467_993195746792570880_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=107&oh=5f4956985afb1283648740f36a1e51cd&oe=5E7C3C86,15801835_243438942752467_993195746792570880_n.jpg,instagram.com/p/BPC0iRRjLY8,"King Street Schoolhouse, Danbury",41.3797847,-73.4453496,"7 Mountainville Road, Danbury CT",maintained by Danbury Museum
"Gregory's Orchard District School (right), Newtown. Built c. 1780. Starting 2017 off with an instant favorite and a total surprise; I had no idea this school was here, but when I spotted it while driving in the Hattertown Historic District, I instantly knew what it was. Hattertown was named for its cottage industry of hat making (the rough-formed hats made here were transported to NYC or nearby Danbury, aka Hat City, for finishing.) This schoolhouse used to be located on the tiny, triangular Hattertown Green, across the street from its present location. It's now on private property (sorry, owners of this beautiful house, I had to walk on your lawn because I couldn't pass this one by!) #hattertown #gregorysorchard #newtown #newtownct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse  #ig_ct #scenesofnewengland #scenesofct #ig_connecticut #connecticutgram #ig_newengland #ignewengland #igersnewengland #ctlove #reflections #winter",1/1/17 12:34,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/15802631_1746462659006479_8877960768226590720_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=107&oh=d06cf042ef7f7d92d3110b7cdd8961ea&oe=5E7F356B,15802631_1746462659006479_8877960768226590720_n.jpg,instagram.com/p/BOuNBCnDK_q,"Gregory's Orchard District School (right), Newtown",41.3410321,-73.3082269,"Hattertown Rd & Castle Meadow Rd, Newtown CT",Location of Hattertown Historic District
Here's my #2016bestnine according to you! Thanks for following🙂#ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse,12/29/16 17:49,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/15624680_726514194174323_1425074770197610496_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=111&oh=9b378e93f77bc09a5e984499f827073a&oe=5E8154C5,15624680_726514194174323_1425074770197610496_n.jpg,instagram.com/p/BOnCoZljyWs,,,,,compilation
"East Windsor Academy, East Windsor. Built in 1817. It has been a private school, a parish hall, a public school, and an apartment building. It's now a museum. #eastwindsor #eastwindsorct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",12/26/16 12:29,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/15538720_1104300466364992_7250159736316755968_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=104&oh=1d06f5fb22c5fc512284118906acd3c8&oe=5E6D2944,15538720_1104300466364992_7250159736316755968_n.jpg,instagram.com/p/BOevnU8DTF2,"East Windsor Academy, East Windsor",41.9003151,-72.5793328,"115 Scantic Road, East Windsor CT",East Windsor Historical Society
"Bacon Academy, Colchester. Built in 1803. It's still a functioning High School. #colchester #colchesterct  #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",12/21/16 18:09,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/15253271_1256078841146129_5667127880132329472_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=105&oh=c8219ccaac74a53b914ecdc81a804d77&oe=5E7BE4ED,15253271_1256078841146129_5667127880132329472_n.jpg,instagram.com/p/BOSeqIJDl5v,"Bacon Academy, Colchester",41.5734275,-72.3325468,"84 Main Street, Colchester CT",
"Bangall School, Stamford. Built c. 1838. This was the last of Stamford's many one-room schools to close, in 1949.  There's a lot of great info about Bangall and Stamford's education history at www.stamford.org/pp_ed.htm #stamford #stamfordct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse",12/12/16 11:53,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/15258892_575226299345270_3676454037865103360_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=102&oh=b7c2ff4698867f8c3e3ab3f89d21afe6&oe=5E67A7E4,15258892_575226299345270_3676454037865103360_n.jpg,instagram.com/p/BN6oeHhj_8y,"Bangall School, Stamford",41.0988822,-73.5812457,"corner Westover and Roxbury Roads, Stamford CT",
"Bell School, Windsor. Built in 1871. It's now a private home, and there's a sign out front informing passersby of that fact. Makes you wonder if people used to wander in hoping for a tour... #windsor #windsorct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",12/5/16 12:58,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/15046944_975310262574757_53089635479322624_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=101&oh=cc4ce8948a12c23e437eb433828079f1&oe=5E7ABF38,15046944_975310262574757_53089635479322624_n.jpg,instagram.com/p/BNouU4VD-hJ,"Bell School, Windsor",41.8757976,-72.6265651,"Palisado Avenue, Windsor CT",approximate
"Fairfield Academy, Fairfield. Built in 1804. #fairfield #fairfieldct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse",11/28/16 12:02,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/15035535_180600295738530_6028220220387098624_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=106&oh=479e66c16042d444439fd20bbf9ebe00&oe=5E6BD4C6,15035535_180600295738530_6028220220387098624_n.jpg,instagram.com/p/BNWmXtcjKSP,"Fairfield Academy, Fairfield",41.1427308,-73.2494196,"Town Hall Green, Fairfield CT",
"Roxbury School, Stamford. Built in 1889. It's now, obviously, a real estate office. I wouldn't normally choose a shot with a car in it, but a) the car was there, and b) it does nicely emphasize how tiny the building is. #stamford #stamfordct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschoolhouse #oneroomschool #schoolhouse",11/21/16 11:38,https://scontent-lhr3-1.cdninstagram.com/v/t51.2885-15/e35/15101615_1848130915416100_8165206616128356352_n.jpg?_nc_ht=scontent-lhr3-1.cdninstagram.com&_nc_cat=104&oh=6cb34702c5d8355fb2b99d6f1a5cd649&oe=5E80B381,15101615_1848130915416100_8165206616128356352_n.jpg,instagram.com/p/BNEiAQ2D7Ro,"Roxbury School, Stamford",41.0891359,-73.560126,"3 Roxbury Rd, Stamford, CT",
